"Row.names" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "#contig_id" "product_name" "kegg_entry" "kegg_definition" "kegg_module" "kegg_module_desc" "kegg_pathway" "kegg_pathway_desc" "pfam_access" "pfam_product_name" "pfam_desc" "tigrfam_access" "tigrfam_name" "tigrfam_product_name" "tigrfam_desc" "cog_access" "cog_name" "cog_function" "cog_category" "kog_access" "kog_name" "kog_function" "kog_category" "ublastp" "ublastp_desc" "tax_kingdom" "tax_phylum" "tax_class" "tax_order" "tax_family" "tax_genus" "tax_specie"
"4749" "gene-VARPA_RS24815" 277.320749629596 -1.0505512938655 0.244887142978284 -4.28994058687132 1.78720923803888e-05 0.00307604241427034 "NC_014931.1" "yscT, sctT, hrcT, ssaT" "K03228" "type III secretion protein T" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF01311.19" "Bac_export_1" "-" "NULL" "NULL" "NULL" "NULL" "COG4791" "EscT" "Type III secretory pathway, component EscT" "Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4750" "gene-VARPA_RS24820" 342.008655462266 -1.62520038598125 0.404469979882149 -4.01809891170362 5.86695705299968e-05 0.00679664409370578 "NC_014931.1" "NULL" "NULL" "HrpD protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4751" "gene-VARPA_RS24825" 773.984125859025 -1.69862843866989 0.39707210077404 -4.27788413076274 1.88678183011667e-05 0.0031572149290619 "NC_014931.1" "yscN, sctN, hrcN, ssaN" "K03224" "ATP synthase in type III secretion protein N" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF00006.24" "ATP-synt_ab" "-" "NULL" "NULL" "NULL" "NULL" "COG1157" "FliI" "Flagellar biosynthesis/type III secretory pathway ATPase" "Cell motility and secretion / Intracellular trafficking and secretion" "KOG1350" "KOG1350" "F0F1-type ATP synthase, beta subunit" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4752" "gene-VARPA_RS24830" 516.021473912226 -1.5354154255113 0.354513783453029 -4.33104577925313 1.48402820659551e-05 0.00279368309891604 "NC_014931.1" "yscL, sctL" "K03223" "type III secretion protein L" "M00660" "Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "COG1317" "FliH" "Flagellar biosynthesis/type III secretory pathway protein" "Cell motility and secretion / Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4753" "gene-VARPA_RS24835" 416.596979751583 -1.77702888353833 0.451741935940566 -3.93372574507257 8.36392119608792e-05 0.00868694160090235 "NC_014931.1" "yscK, sctK" "K04054" "type III secretion protein K" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4754" "gene-VARPA_RS24840" 1320.69347400855 -1.88502197883738 0.445693606337104 -4.22941220613255 2.34302691910708e-05 0.00371431425281606 "NC_014931.1" "yscJ, sctJ, hrcJ, ssaJ" "K03222" "type III secretion protein J" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF01514.16" "YscJ_FliF" "-" "NULL" "NULL" "NULL" "NULL" "COG4669" "EscJ" "Type III secretory pathway, lipoprotein EscJ" "Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4755" "gene-VARPA_RS24845" 2060.69851047483 -2.09172000903911 0.538974894746187 -3.88092289534959 0.000104060830721472 0.0102764335125597 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4756" "gene-VARPA_RS24850" 588.333877325687 -2.02445057924449 0.462782667053826 -4.37451685935555 1.21701717731802e-05 0.00244377049205459 "NC_014931.1" "NULL" "NULL" "Forkhead-associated protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4757" "gene-VARPA_RS24855" 791.848205088529 -1.90968215624631 0.41968936162801 -4.55022769421291 5.35878957767168e-06 0.00146733401890428 "NC_014931.1" "yscC, sctC, ssaC" "K03219" "type III secretion protein C" "M00542" "EHEC/EPEC pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF00263.20" "Secretin" "-" "NULL" "NULL" "NULL" "NULL" "COG1450" "PulD" "Type II secretory pathway, component PulD" "Cell motility and secretion / Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4758" "gene-VARPA_RS24860" 216.276154153945 -2.33302018924136 0.543425264662175 -4.29317578874752 1.76135441404842e-05 0.00307604241427034 "NC_014931.1" "yscS, sctS, hrcS, ssaS" "K03227" "type III secretion protein S" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF01313.18" "Bac_export_3" "-" "NULL" "NULL" "NULL" "NULL" "COG4794" "EscS" "Type III secretory pathway, component EscS" "Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4759" "gene-VARPA_RS24865" 754.203726788623 -1.63597240662697 0.392188124166047 -4.17139710720644 3.02737751087427e-05 0.00444802978670893 "NC_014931.1" "yscV, sctV, hrcV, ssaV, invA" "K03230" "type III secretion protein V" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF00771.19" "FHIPEP" "-" "NULL" "NULL" "NULL" "NULL" "COG4789" "EscV" "Type III secretory pathway, component EscV" "Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4760" "gene-VARPA_RS24870" 504.504502781585 -1.58492070122267 0.382314845803692 -4.14559026053747 3.38939450513003e-05 0.0046403892042962 "NC_014931.1" "yscQ, sctQ, hrcQ, ssaQ, spaO" "K03225" "type III secretion protein Q" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF01052.19" "FliMN_C" "-" "NULL" "NULL" "NULL" "NULL" "COG1886" "FliN" "Flagellar motor switch/type III secretory pathway protein" "Cell motility and secretion / Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4761" "gene-VARPA_RS24875" 450.694328512605 -1.30258385344479 0.291063079630127 -4.47526307733727 7.63172843963934e-06 0.001824862206012 "NC_014931.1" "yscR, sctR, hrcR, ssaR" "K03226" "type III secretion protein R" "M00542==M00660" "EHEC/EPEC pathogenicity signature, T3SS and effectors==Xanthomonas spp. pathogenicity signature, T3SS and effectors" "ko03070" "Bacterial secretion system" "PF00813.19" "FliP" "-" "NULL" "NULL" "NULL" "NULL" "COG4790" "EscR" "Type III secretory pathway, component EscR" "Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4902" "gene-VARPA_RS25645" 1101.80876525383 -1.73588607002106 0.413033585257678 -4.20277220056596 2.63665896019049e-05 0.00407262399389423 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4903" "gene-VARPA_RS25650" 2887.32726267695 -3.93170217699135 0.819637129380681 -4.79688149310921 1.61154878165639e-06 0.000600232265329744 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF03401.13" "TctC" "-" "NULL" "NULL" "NULL" "NULL" "COG3181" "COG3181" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4904" "gene-VARPA_RS25655" 1708.01824337848 -4.50918665629668 0.885568789922583 -5.09185362854858 3.54579797057375e-07 0.000194180790679421 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "PF03401.13" "TctC" "-" "NULL" "NULL" "NULL" "NULL" "COG3181" "COG3181" "Uncharacterized protein conserved in bacteria" "Function unknown" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4905" "gene-VARPA_RS25660" 3220.04162791105 -4.69765228308033 0.915300524220608 -5.13236052943426 2.86130742299123e-07 0.000191516843512213 "NC_014931.1" "fadA, fadI" "K00632" "acetyl-CoA acyltransferase" "M00087" "beta-Oxidation" "ko00071==ko00280==ko00281==ko00362==ko00592==ko00642==ko01100==ko01110==ko01120==ko01212" "Fatty acid degradation==Valine, leucine and isoleucine degradation==Geraniol degradation==Benzoate degradation==alpha-Linolenic acid metabolism==Ethylbenzene degradation==Metabolic pathways==Biosynthesis of secondary metabolites==Microbial metabolism in diverse environments==Fatty acid metabolism" "PF02803.17" "Thiolase_C" "-" "NULL" "NULL" "NULL" "NULL" "COG0183" "PaaJ" "Acetyl-CoA acetyltransferase" "Lipid metabolism" "KOG1390" "KOG1390" "Acetyl-CoA acetyltransferase" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4906" "gene-VARPA_RS25665" 1607.54572212387 -4.20451128651707 0.864721873924039 -4.86227007007158 1.1604714156209e-06 0.000499334271978593 "NC_014931.1" "pcaJ" "K01032" "3-oxoadipate CoA-transferase, beta subunit" "NULL" "NULL" "ko00362==ko01100==ko01120" "Benzoate degradation==Metabolic pathways==Microbial metabolism in diverse environments" "PF01144.22" "CoA_trans" "-" "NULL" "NULL" "NULL" "NULL" "COG2057" "AtoA" "Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit" "Lipid metabolism" "KOG3822" "KOG3822" "Succinyl-CoA:alpha-ketoacid-CoA transferase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"4907" "gene-VARPA_RS25670" 829.155720063285 -3.84788747457222 0.869942599267392 -4.42315099618372 9.72717076028993e-06 0.00209273130928523 "NC_014931.1" "pcaI" "K01031" "3-oxoadipate CoA-transferase, alpha subunit" "NULL" "NULL" "ko00362==ko01100==ko01120" "Benzoate degradation==Metabolic pathways==Microbial metabolism in diverse environments" "PF01144.22" "CoA_trans" "-" "NULL" "NULL" "NULL" "NULL" "COG1788" "AtoD" "Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit" "Lipid metabolism" "KOG3822" "KOG3822" "Succinyl-CoA:alpha-ketoacid-CoA transferase" "Energy production and conversion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5002" "gene-VARPA_RS26150" 5272.59958933918 -0.651856817377947 0.178173446456762 -3.65855199156254 0.000253644289467241 0.0206480162128467 "NC_014931.1" "lacI, galR" "K02529" "LacI family transcriptional regulator" "NULL" "NULL" "NULL" "NULL" "PF00356.20" "LacI" "-" "NULL" "NULL" "NULL" "NULL" "COG1609" "PurR" "Transcriptional regulators" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5003" "gene-VARPA_RS26155" 3225.94859558779 -0.5192908839994 0.142825518388894 -3.63584105877665 0.000277075138109479 0.0216766315840455 "NC_014931.1" "rbsK, RBKS" "K00852" "ribokinase" "NULL" "NULL" "ko00030==ko01100" "Pentose phosphate pathway==Metabolic pathways" "PF00294.23" "PfkB" "-" "NULL" "NULL" "NULL" "NULL" "COG0524" "RbsK" "Sugar kinases, ribokinase family" "Carbohydrate transport and metabolism" "KOG2855" "KOG2855" "Ribokinase" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5046" "gene-VARPA_RS26385" 930.59298315813 0.312424607109265 0.0913345809502804 3.4206606507489 0.000624692277893726 0.0365354007964253 "NC_014931.1" "COG4589" "K00981" "phosphatidate cytidylyltransferase" "M00093" "Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE" "ko00564==ko01100==ko01110==ko04070" "Glycerophospholipid metabolism==Metabolic pathways==Biosynthesis of secondary metabolites==Phosphatidylinositol signaling system" "PF01148.19" "CTP_transf_1" "-" "NULL" "NULL" "NULL" "NULL" "COG4589" "COG4589" "Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase" "General function prediction only" "KOG1440" "KOG1440" "CDP-diacylglycerol synthase" "Lipid transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5090" "gene-VARPA_RS26605" 5428.82945563766 0.453572221841787 0.133719144958219 3.39197668354451 0.000693903448809673 0.0394346639210327 "NC_014931.1" "NULL" "NULL" "DSBA oxidoreductase" "NULL" "NULL" "NULL" "NULL" "PF01323.19" "DSBA" "-" "NULL" "NULL" "NULL" "NULL" "COG3917" "NahD" "2-hydroxychromene-2-carboxylate isomerase" "Secondary metabolites biosynthesis, transport, and catabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5191" "gene-VARPA_RS27130" 2493.56337735513 0.392755080121696 0.0988265148238432 3.97418730005582 7.06199748149398e-05 0.00773481324154904 "NC_014931.1" "NULL" "NULL" "multiple antibiotic resistance (MarC)-related protein" "NULL" "NULL" "NULL" "NULL" "PF01914.16" "MarC" "-" "NULL" "NULL" "NULL" "NULL" "COG2095" "MarC" "Multiple antibiotic transporter" "Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5281" "gene-VARPA_RS27605" 1958.58415964693 -3.49788157638552 0.983004941764534 -3.55835604458578 0.000373183228752256 0.0261401833721348 "NC_014931.1" "vasG, clpV" "K11907" "type VI secretion system protein VasG" "NULL" "NULL" "ko02025==ko03070" "Biofilm formation - Pseudomonas aeruginosa==Bacterial secretion system" "PF00004.28" "AAA" "-" "NULL" "NULL" "NULL" "NULL" "COG0542" "clpA" "ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones" "Posttranslational modification, protein turnover, chaperones" "KOG1051" "KOG1051" "Chaperone HSP104 and related ATP-dependent Clp proteases" "Posttranslational modification, protein turnover, chaperones" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5285" "gene-VARPA_RS27625" 2859.36848284067 -3.90525008339344 1.12345328802076 -3.47611255851457 0.000508738718419379 0.032259389892193 "NC_014931.1" "hcp" "K11903" "type VI secretion system secreted protein Hcp" "NULL" "NULL" "ko02025==ko03070" "Biofilm formation - Pseudomonas aeruginosa==Bacterial secretion system" "PF05638.11" "T6SS_HCP" "-" "NULL" "NULL" "NULL" "NULL" "COG3157" "Hcp" "Type VI protein secretion system component Hcp (secreted cytotoxin)" "Intracellular trafficking, secretion,    and vesicular transport" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5286" "gene-VARPA_RS27630" 8540.90379661946 -3.5590175670759 1.07176932075217 -3.32069364009987 0.000897940443467562 0.0476116467506355 "NC_014931.1" "impC" "K11900" "type VI secretion system protein ImpC" "NULL" "NULL" "ko02025" "Biofilm formation - Pseudomonas aeruginosa" "PF05943.11" "VipB" "-" "NULL" "NULL" "NULL" "NULL" "COG3517" "COG3517" "Predicted component of the type VI protein secretion system" "Intracellular trafficking, secretion, and    vesicular transport" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5327" "gene-VARPA_RS27845" 4119.35179826921 -0.212807102581624 0.0525841368166847 -4.04698290139282 5.18820294900341e-05 0.00630118839925672 "NC_014931.1" "manXa" "K02793" "mannose PTS system EIIA component" "NULL" "NULL" "ko00051==ko00520==ko01100==ko02060" "Fructose and mannose metabolism==Amino sugar and nucleotide sugar metabolism==Metabolic pathways==Phosphotransferase system (PTS)" "PF03610.15" "EIIA-man" "-" "NULL" "NULL" "NULL" "NULL" "COG2893" "ManX" "Phosphotransferase system, mannose/fructose-specific component IIA" "Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5408" "gene-VARPA_RS28255" 3305.5488273226 0.355775941968897 0.0888030155377567 4.00634978231827 6.16643116829657e-05 0.00700878893543746 "NC_014931.1" "NULL" "NULL" "hypothetical protein" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5479" "gene-VARPA_RS28625" 4742.57863097552 -1.34580597281251 0.340251309465426 -3.95532929741528 7.64293045613812e-05 0.00822160947638858 "NC_014931.1" "NULL" "NULL" "ROK family protein" "NULL" "NULL" "NULL" "NULL" "PF00480.19" "ROK" "-" "NULL" "NULL" "NULL" "NULL" "COG1940" "NagC" "Transcriptional regulator/sugar kinase" "Transcription / Carbohydrate transport and metabolism" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5480" "gene-VARPA_RS28630" 7132.37869713324 -1.37647003952277 0.396375227846972 -3.47264395658494 0.000515358543513381 0.0323282203037867 "NC_014931.1" "xylG" "K10545" "D-xylose transport system ATP-binding protein" "NULL" "NULL" "ko02010" "ABC transporters" "PF00005.26" "ABC_tran" "-" "NULL" "NULL" "NULL" "NULL" "COG1129" "MglA" "ABC-type sugar transport system, ATPase component" "Carbohydrate transport and metabolism" "KOG0059" "KOG0059" "Lipid exporter ABCA1 and related proteins, ABC superfamily" "Lipid transport and metabolism, General function prediction only" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5643" "gene-VARPA_RS29475" 49591.1257624629 -0.936880939576148 0.266675284225648 -3.51318999170319 0.000442760754276311 0.0293097888325329 "NC_014931.1" "pilA" "K02650" "type IV pilus assembly protein PilA" "NULL" "NULL" "ko02020" "Two-component system" "PF07963.11" "N_methyl" "-" "NULL" "NULL" "NULL" "NULL" "COG4969" "PilA" "Tfp pilus assembly protein, major pilin PilA" "Cell motility and secretion / Intracellular trafficking and secretion" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5762" "gene-VARPA_RS30095" 1156.48681335732 0.457493439959493 0.131310366048545 3.4840618736099 0.000493865302708997 0.0319897267045053 "NC_014931.1" "NULL" "NULL" "transcriptional regulator, AraC family" "NULL" "NULL" "NULL" "NULL" "PF12833.6" "HTH_18" "-" "NULL" "NULL" "NULL" "NULL" "COG2207" "AraC" "AraC-type DNA-binding domain-containing proteins" "Transcription" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5802" "gene-VARPA_RS30350" 3436.1893783951 -2.01028411183254 0.579354644056732 -3.46986795127112 0.000520714297434662 0.0323282203037867 "NC_014931.1" "NULL" "NULL" "conserved membrane protein of unknown function" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
"5852" "gene-VARPA_RS30885" 3328.2522513399 -0.728632280263527 0.212381630245541 -3.43076884484375 0.000601873238354551 0.035545925371057 "NC_014931.1" "RP-L36, MRPL36, rpmJ" "K02919" "large subunit ribosomal protein L36" "NULL" "NULL" "ko03010" "Ribosome" "PF00444.17" "Ribosomal_L36" "-" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL" "NULL"
